tip_diameter_mm,hub_ratio,blade_angle_deg,blade_count,speed_rpm,blade_profile,flow_rate_m3s,total_pressure_pa,temperature_celsius,efficiency_pct,shaft_power_kw,noise_dba,safety_factor,cost_total,is_feasible,status
1230.25,0.4662,25.29,6,2313,NACA 0012,2.5766,869.13,7.17,22.060,41.977,107.19,11.300,235964.52,1,warning
2237.79,0.4011,28.82,4,898,NACA 2412,4.4291,303.47,-0.97,17.080,47.053,91.20,21.370,377676.62,1,warning
2221.60,0.4507,27.99,6,1911,NACA 4412,14.8549,1062.35,-2.74,26.310,513.971,133.20,5.020,2801514.97,1,warning
1069.53,0.3362,15.65,4,2875,NACA 0012,16.0736,960.30,11.23,84.670,42.831,111.58,8.590,240767.72,1,warning
1706.51,0.3712,14.16,4,928,NACA 0012,18.0316,1539.77,41.11,83.520,11.719,96.44,31.600,119434.35,1,warning
2908.66,0.5303,34.09,10,2799,NACA 4412,0.8127,468.50,-8.88,0.640,4771.658,171.48,1.530,25347908.45,1,warning
1688.42,0.5530,21.66,10,1518,Flat Plate,17.0650,1655.58,30.37,54.610,90.970,113.49,14.750,501538.05,1,warning
386.21,0.3974,15.20,6,1405,Flat Plate,3.6500,1459.95,15.50,0.000,0.000,86.29,139.420,441.69,0,warning
1626.06,0.4988,31.48,8,1707,NACA 0012,9.7628,1921.39,49.99,39.240,76.503,114.84,11.810,428364.26,1,warning
2648.68,0.4020,27.48,6,596,Flat Plate,17.2757,589.57,10.76,41.310,41.528,92.10,33.190,362013.96,1,warning
2930.92,0.4675,11.79,8,2655,NACA 2412,9.1972,271.31,19.41,14.120,2449.761,158.84,1.540,13100355.21,1,warning
2779.49,0.4874,29.61,12,2521,NACA 4412,13.8220,497.95,12.00,11.760,2887.439,165.41,1.940,15353866.79,1,warning
985.84,0.4013,31.60,12,1945,NACA 0012,13.7420,941.54,-9.99,85.350,43.957,100.25,19.290,236199.71,1,warning
2266.43,0.3703,28.59,8,756,NACA 0012,13.1396,1689.93,25.66,39.530,36.335,101.78,22.970,259505.33,1,warning
1492.64,0.4974,34.99,8,1199,NACA 0012,1.6936,195.96,33.71,17.160,13.289,78.70,29.770,88602.22,1,warning
784.87,0.4740,29.68,10,691,Flat Plate,9.1750,851.90,29.93,0.000,0.000,85.42,136.730,2160.22,0,warning
1847.01,0.5921,29.72,4,1801,NACA 0012,8.1361,1951.42,0.92,28.110,167.667,121.30,10.070,950648.98,1,warning
1022.23,0.5246,19.02,12,1225,Flat Plate,0.6584,834.66,43.83,20.300,2.092,76.74,49.770,14931.71,1,warning
1437.84,0.3785,17.95,8,1452,NACA 2412,11.2307,494.11,43.63,72.530,36.965,92.50,18.630,212702.34,1,warning
2541.17,0.4116,11.59,10,1218,Flat Plate,8.5884,1701.38,-0.67,36.980,109.158,122.19,8.300,652656.96,1,warning
2998.92,0.5605,19.62,12,1428,NACA 4412,12.3100,818.34,0.03,21.790,1298.593,136.75,5.680,6963591.65,1,warning
1322.20,0.4195,34.36,6,2955,NACA 2412,5.4359,1911.13,30.20,27.370,124.763,127.12,5.650,677625.41,1,warning
1679.40,0.3339,18.13,4,846,NACA 0012,14.9528,1504.96,30.69,80.490,14.415,93.18,37.170,131135.68,1,warning
1035.49,0.5128,23.59,8,1741,NACA 4412,14.3386,532.17,36.13,90.550,25.392,89.63,29.240,140370.01,1,warning
902.94,0.5586,31.88,12,2781,NACA 0012,16.1320,438.20,31.77,89.370,73.918,102.30,16.280,393617.66,1,warning
2536.15,0.3513,11.66,12,2870,NACA 2412,8.5014,1345.54,44.45,16.760,1325.160,169.55,1.530,7073031.08,1,warning
641.91,0.4994,19.47,4,1760,NACA 4412,12.0202,983.65,-6.91,0.000,0.000,103.55,72.410,2909.53,0,warning
348.44,0.3633,34.25,8,2672,Flat Plate,7.3685,1512.58,43.37,0.000,0.000,97.99,54.160,244.65,0,warning
2928.65,0.3327,15.37,12,1441,Flat Plate,1.5194,1037.85,34.77,1.800,512.628,136.77,4.320,2808783.21,1,warning
1456.75,0.3456,30.83,6,1552,Flat Plate,18.5616,574.86,14.87,62.210,56.271,99.87,15.730,321533.54,1,warning
1536.39,0.5467,34.17,10,809,NACA 0012,7.7551,1276.82,37.79,57.140,9.187,86.59,52.400,63997.86,1,warning
1577.82,0.5358,32.23,4,2963,NACA 2412,12.2842,404.18,-5.43,35.740,399.996,124.40,4.680,2158033.66,1,warning
1017.33,0.4005,19.46,12,2037,NACA 4412,6.1063,1786.93,-9.42,72.510,29.504,106.03,14.790,160111.57,1,warning
2430.50,0.5675,30.81,4,1213,NACA 4412,7.4769,1131.87,48.63,19.670,160.315,112.19,12.300,997178.92,1,warning
1544.69,0.5485,26.15,10,2759,NACA 0012,11.8226,453.00,41.72,37.380,249.061,128.90,5.700,1333132.76,1,warning
2749.97,0.5792,19.13,6,1122,NACA 4412,11.5315,195.60,-6.84,31.470,438.784,100.79,11.510,2463359.18,1,warning
2896.67,0.4858,19.33,4,1771,NACA 2412,6.9032,1464.91,29.47,11.860,1458.741,133.55,3.610,7986382.95,1,warning
2027.23,0.4269,28.27,4,2903,NACA 2412,13.4670,701.04,42.06,20.980,888.493,139.12,2.570,4795155.64,1,warning
1229.18,0.3403,23.94,4,731,NACA 0012,5.3811,404.44,23.91,77.220,3.397,65.82,96.240,39496.95,1,warning
2902.03,0.5070,15.15,4,2491,NACA 2412,10.2974,1872.48,32.89,14.990,2768.554,150.27,1.870,14913120.67,1,warning
761.81,0.4216,31.42,4,1131,NACA 2412,9.7779,1889.84,22.18,0.000,0.000,99.78,97.080,5051.20,0,warning
2344.79,0.5139,26.06,10,1220,Flat Plate,4.4267,1204.19,5.94,12.360,135.388,117.16,11.450,772370.05,1,warning
2721.35,0.3102,29.63,10,2422,NACA 2412,12.3935,349.43,1.33,10.120,2135.683,158.74,1.850,11391083.55,1,warning
2429.23,0.3704,32.09,10,2594,Flat Plate,7.2669,1355.55,2.94,8.000,1427.980,166.72,2.080,7620294.33,1,warning
324.58,0.3505,16.38,4,895,Flat Plate,18.8792,240.01,22.38,0.000,0.000,77.62,736.570,395.93,0,warning
1944.12,0.4884,15.87,12,2177,NACA 0012,9.2876,1038.18,14.01,38.760,297.609,138.51,5.160,1601482.21,1,warning
2650.35,0.5162,31.90,4,1312,Flat Plate,6.0136,1000.47,14.65,11.010,296.729,118.48,8.180,1772075.83,1,warning
2269.23,0.3817,25.81,6,1308,NACA 2412,16.9369,233.16,-9.05,33.770,199.794,102.74,9.630,1146771.30,1,warning
1103.72,0.5282,12.57,12,1391,Flat Plate,15.9661,1506.87,44.05,0.000,0.000,114.13,31.970,4826.48,0,warning
2372.65,0.5778,15.95,8,1727,NACA 4412,0.5888,657.99,10.29,2.530,420.315,124.52,6.470,2292061.43,1,warning
2503.26,0.4192,20.72,8,1126,NACA 2412,7.7864,523.73,10.40,17.910,159.977,106.86,10.880,935935.33,1,warning
2661.70,0.5978,11.35,6,2101,NACA 4412,7.5814,1171.38,14.26,20.580,934.824,144.37,3.620,5071390.61,1,warning
1821.77,0.5410,16.10,8,1183,Flat Plate,13.2084,1366.82,32.95,63.200,48.649,103.74,20.820,289575.99,1,warning
1556.88,0.5966,16.58,6,1961,NACA 0012,7.0524,1628.93,21.71,54.690,88.950,114.63,11.940,495819.74,1,warning
927.10,0.5557,11.50,12,1668,NACA 4412,8.0990,122.25,-2.17,66.220,1.018,73.44,43.080,8173.62,1,warning
978.99,0.4001,33.08,12,553,NACA 2412,2.2466,1255.57,23.12,67.590,0.433,64.33,61.770,5894.86,1,warning
1917.32,0.3596,30.24,12,1524,Flat Plate,10.8114,451.15,33.62,30.720,105.594,108.38,9.300,585761.64,1,warning
1248.14,0.5181,15.80,10,1774,NACA 2412,15.5399,80.34,39.78,87.640,28.344,79.49,20.210,158402.48,1,warning
2375.13,0.4637,18.72,10,729,NACA 2412,7.6242,1279.30,-1.74,41.100,51.932,98.35,25.710,334898.09,1,warning
1141.49,0.4120,15.70,12,1163,NACA 2412,3.2677,1566.85,8.56,67.600,5.159,86.98,28.440,32958.69,1,warning
1734.78,0.3108,13.07,8,2242,NACA 4412,10.6372,1591.06,21.13,47.940,194.907,128.47,5.050,1061256.71,1,warning
2559.23,0.5257,10.22,12,762,Flat Plate,4.6923,443.90,12.35,35.870,23.282,90.15,24.930,183433.67,1,warning
2130.30,0.4374,33.81,10,738,NACA 0012,15.6604,1534.86,-1.82,50.040,34.260,99.69,27.410,225175.32,1,warning
802.66,0.4464,29.59,12,845,NACA 4412,18.1147,662.03,11.90,0.000,0.000,87.50,95.770,1951.29,0,warning
2205.73,0.3058,10.10,4,681,Flat Plate,2.7861,1242.68,-9.62,32.850,7.504,91.35,33.110,163852.43,1,warning
333.70,0.3869,18.19,8,1279,NACA 2412,5.0921,1599.08,32.94,0.000,0.000,88.50,101.590,214.15,0,warning
985.58,0.4594,29.87,4,631,Flat Plate,14.1113,402.92,2.71,0.000,0.000,80.77,221.040,10773.62,0,warning
987.98,0.5445,26.38,12,2315,NACA 0012,6.9536,811.66,14.73,70.130,37.063,102.20,18.390,199465.89,1,warning
2650.03,0.4527,28.72,6,2215,NACA 0012,4.3598,733.13,38.17,4.720,1253.407,144.70,2.650,6770588.34,1,warning
798.39,0.5687,34.70,6,701,NACA 0012,0.6720,85.07,39.22,49.630,0.190,37.11,333.960,4531.47,1,warning
794.79,0.4233,24.93,4,2577,Flat Plate,9.3211,377.41,24.10,84.760,17.084,89.02,21.020,96122.66,1,warning
1250.72,0.5837,27.60,4,1040,NACA 4412,4.5980,707.59,21.45,56.450,7.430,81.20,64.130,59250.54,1,warning
1141.92,0.5921,20.43,4,862,NACA 2412,16.4486,1401.14,-2.86,0.000,0.000,103.99,108.770,15047.81,0,warning
1271.21,0.4030,10.14,10,746,NACA 4412,19.3525,371.00,22.61,0.000,0.000,90.97,77.410,9437.59,0,warning
686.16,0.5016,18.20,4,967,Flat Plate,4.3142,401.30,39.67,0.000,0.000,75.70,208.800,3548.24,0,warning
2944.75,0.5945,21.19,8,1208,NACA 0012,6.1916,1677.85,7.95,9.930,404.648,125.68,8.710,2269265.38,1,warning
500.50,0.5245,22.56,12,1560,Flat Plate,7.2197,367.99,2.01,0.000,0.000,82.70,124.260,451.41,0,warning
2260.61,0.5950,11.80,10,1875,NACA 2412,3.3837,786.10,23.95,17.850,239.505,127.39,6.210,1313510.69,1,warning
481.53,0.3722,15.52,8,2181,NACA 2412,16.3772,565.76,-6.62,0.000,0.000,98.23,62.690,645.01,0,warning
1392.36,0.4962,24.00,8,2590,Flat Plate,12.2753,923.45,-6.94,46.110,163.956,123.29,7.300,882207.45,1,warning
2026.30,0.5699,32.89,4,1547,NACA 4412,12.8469,1356.94,-5.12,36.270,203.070,117.67,10.920,1160435.64,1,warning
2879.64,0.3312,29.12,10,2019,NACA 4412,13.1528,923.99,32.41,11.260,1539.562,152.09,2.370,8254943.21,1,warning
703.93,0.4820,28.36,10,1966,NACA 0012,0.7100,447.53,-8.59,33.140,1.963,74.62,44.920,11947.41,1,warning
2374.48,0.5365,17.05,6,1686,Flat Plate,8.6535,393.84,35.33,16.450,361.441,114.08,6.370,2007491.40,1,warning
2649.02,0.3248,24.43,4,2163,Flat Plate,12.9132,100.87,49.10,12.220,1116.921,115.78,2.480,6123821.12,1,warning
2950.55,0.4190,29.37,4,992,NACA 4412,10.0948,1287.87,-9.32,16.310,264.875,117.77,10.190,1694912.69,1,warning
1620.07,0.3539,34.32,12,2604,NACA 4412,9.8640,1827.63,44.43,29.510,228.812,142.07,4.230,1226804.76,1,warning
1709.31,0.5159,30.63,6,895,NACA 0012,11.7999,1183.91,3.33,56.280,23.347,94.79,39.650,159709.16,1,warning
2159.07,0.5399,14.97,4,1761,Flat Plate,3.0772,1707.93,23.80,8.220,241.999,123.86,7.080,1387503.05,1,warning
2169.25,0.5641,15.39,10,1825,NACA 2412,17.0725,1994.98,-6.43,52.500,432.969,137.12,6.560,2332941.42,1,warning
1306.52,0.4928,12.68,12,2463,Flat Plate,12.4430,231.64,44.01,75.190,54.747,107.31,9.180,297828.33,1,warning
608.24,0.3124,16.19,12,2402,NACA 4412,4.8698,477.39,38.55,79.590,0.787,79.08,29.680,5054.24,1,warning
2598.82,0.5213,16.18,4,2820,Flat Plate,1.9189,272.67,8.36,1.920,2478.029,146.90,1.860,13298817.14,1,warning
2030.37,0.3769,21.97,6,1095,NACA 4412,14.2484,1264.77,31.56,52.300,106.115,105.04,16.200,625764.58,1,warning
2351.41,0.4054,24.60,6,1905,NACA 0012,14.7176,975.04,40.49,21.130,517.095,132.38,4.310,2834926.26,1,warning
1151.99,0.3949,34.90,6,2780,Flat Plate,12.5471,1235.55,38.60,56.690,81.761,115.30,8.200,444266.47,1,warning
2692.48,0.4700,17.62,4,2887,NACA 0012,10.1598,1765.66,49.19,14.520,3034.844,161.11,1.550,16272816.32,1,warning
1178.11,0.3633,23.46,10,689,Flat Plate,17.3169,670.28,13.45,0.000,0.000,91.96,74.160,7564.89,0,warning
2912.29,0.5963,17.88,6,563,Flat Plate,10.2042,545.98,-6.41,28.900,50.298,92.48,41.260,431636.21,1,warning
2927.17,0.5912,21.95,8,628,NACA 2412,3.6128,758.20,-7.65,11.530,60.592,97.88,31.880,447396.59,1,warning
332.80,0.4909,27.09,6,525,Flat Plate,16.6505,827.22,17.23,0.000,0.000,87.69,602.950,271.78,0,warning
766.27,0.3571,22.98,4,966,NACA 4412,16.9060,1994.46,38.05,0.000,0.000,97.95,107.330,5206.80,0,warning
967.89,0.4883,11.42,12,1140,NACA 2412,17.5218,1110.42,46.62,0.000,0.000,103.11,49.980,3348.20,0,warning
2773.06,0.4031,25.69,12,2630,Flat Plate,19.6693,336.12,28.48,13.760,2862.230,163.46,1.630,15222815.36,1,warning
328.60,0.3808,23.06,8,1522,NACA 4412,16.6588,1006.59,29.02,0.000,0.000,89.68,126.070,204.71,0,warning
1521.75,0.5345,33.55,6,2826,NACA 0012,4.1836,1967.59,-9.65,17.570,224.873,135.89,5.450,1214729.53,1,warning
2303.80,0.3623,10.37,10,2034,NACA 4412,6.3072,1440.94,15.10,22.410,355.882,140.17,3.650,1939170.64,1,warning
1448.52,0.3781,32.64,4,2437,NACA 4412,3.1166,1336.24,13.20,16.750,101.820,117.20,6.750,573699.00,1,warning
2481.49,0.4213,14.38,4,640,NACA 2412,5.3143,810.93,1.61,36.170,26.128,90.92,34.170,312820.97,1,warning
2573.91,0.3594,26.43,4,2247,Flat Plate,10.7339,885.62,17.74,11.020,1209.237,136.66,2.500,6594152.78,1,warning
2567.87,0.4145,28.34,6,2278,NACA 4412,12.1968,1725.64,-6.76,13.430,1530.273,155.87,2.550,8224373.91,1,warning
1021.24,0.5421,25.56,8,957,NACA 2412,15.7719,1272.83,38.99,0.000,0.000,100.94,83.210,5667.56,0,warning
2187.47,0.4817,34.45,10,1689,NACA 4412,14.4086,1197.77,-9.22,29.660,355.490,131.31,6.700,1927091.42,1,warning
1450.34,0.4389,10.94,4,702,NACA 2412,18.3467,757.63,41.16,0.000,0.000,97.99,82.070,34640.22,0,warning
1414.81,0.3214,13.70,8,1764,NACA 2412,12.0705,1165.09,3.57,74.310,43.918,107.67,11.880,248744.73,1,warning
2543.46,0.4793,18.43,6,1511,NACA 2412,2.7684,911.17,41.20,8.770,408.317,117.58,6.350,2282144.73,1,warning
1510.55,0.5872,20.90,6,1869,NACA 4412,16.5125,1950.09,18.97,73.450,173.588,116.07,13.620,941654.02,1,warning
2823.87,0.4412,19.29,4,774,Flat Plate,18.6051,1640.81,-1.34,33.240,116.514,111.37,18.430,871799.46,1,warning
1686.27,0.4836,27.42,10,1037,Flat Plate,18.5637,1932.48,36.83,63.710,35.811,102.51,24.300,210735.37,1,warning
319.10,0.4834,18.00,4,2138,Flat Plate,1.5737,1971.19,39.04,0.000,0.000,85.60,157.100,361.00,0,warning
541.29,0.3424,31.69,12,1412,NACA 2412,19.8080,80.27,43.27,0.000,0.000,71.45,122.860,612.28,0,warning
2703.41,0.4595,23.52,10,2484,NACA 4412,4.5092,88.53,-3.63,4.470,2334.192,147.42,2.050,12436804.10,1,warning
1460.09,0.3525,18.97,8,1512,NACA 0012,1.5241,1967.06,10.95,20.980,26.732,104.42,14.360,159421.30,1,warning
1159.50,0.3989,24.27,4,812,Flat Plate,10.1681,704.61,13.07,88.410,3.161,74.55,90.740,34666.25,1,warning
500.89,0.4397,11.23,8,2778,NACA 2412,17.3446,371.95,2.81,0.000,0.000,101.79,43.860,713.22,0,warning
826.56,0.3365,19.88,12,2427,Flat Plate,13.8134,1434.62,5.76,0.000,0.258,123.89,14.580,3560.49,0,warning
963.76,0.4598,33.00,10,1681,NACA 0012,8.3181,144.84,22.00,75.010,14.772,74.59,34.320,82182.87,1,warning
1304.79,0.5594,26.33,4,989,NACA 4412,16.5179,931.53,22.35,90.400,19.392,86.83,61.950,125842.37,1,warning
2078.92,0.4803,11.80,6,2861,NACA 0012,12.0925,1020.91,12.33,38.460,567.097,145.67,2.670,3066607.79,1,warning
335.82,0.3941,29.83,8,2328,Flat Plate,9.1658,1720.59,9.35,0.000,0.000,96.95,66.180,217.95,0,warning
341.67,0.3229,13.72,6,2942,NACA 0012,5.5200,642.09,2.12,0.000,0.000,93.14,67.830,307.96,0,warning
1116.93,0.4681,32.63,8,1546,NACA 4412,1.5984,1249.99,30.37,27.500,7.955,91.78,27.800,49896.52,1,warning
613.12,0.4482,22.15,12,2508,Flat Plate,17.7229,1567.12,49.54,0.000,0.000,114.91,25.940,869.00,0,warning
1749.20,0.4263,25.94,8,2931,NACA 2412,3.5963,1606.71,37.67,9.860,388.521,148.48,3.320,2085806.07,1,warning
1033.05,0.5938,30.93,4,2191,NACA 4412,15.5506,1984.95,19.87,86.290,93.350,108.33,21.620,504928.05,1,warning
2346.63,0.3176,21.14,8,1414,NACA 2412,4.4879,610.95,8.52,9.850,197.802,117.17,7.160,1121175.48,1,warning
2292.75,0.4483,17.07,6,2625,NACA 4412,11.5503,1457.11,24.50,24.060,1562.399,150.17,2.500,8355975.46,1,warning
1974.14,0.5569,12.03,12,854,Flat Plate,7.1909,1429.82,20.46,63.150,15.181,95.52,30.020,107237.35,1,warning
908.40,0.4444,12.34,6,561,NACA 2412,3.6266,1353.97,27.65,0.000,0.000,85.36,177.290,5661.53,0,warning
328.00,0.3674,30.92,12,1045,NACA 4412,10.3723,244.04,39.71,0.000,0.000,75.21,232.740,135.99,0,warning
2968.69,0.4225,27.50,4,1241,NACA 2412,11.2335,1420.14,49.82,14.130,418.938,123.14,6.480,2515015.88,1,warning
349.69,0.3968,11.69,10,748,Flat Plate,6.7040,1982.32,20.85,0.000,0.000,91.42,66.380,196.75,0,warning
922.10,0.3846,21.30,8,1055,NACA 2412,19.1224,794.78,31.22,0.000,0.000,97.92,66.970,4520.42,0,warning
2725.74,0.3818,26.22,8,1375,NACA 0012,4.1208,1174.95,36.07,6.170,342.948,127.90,5.870,1931011.86,1,warning
2078.48,0.5678,23.42,4,737,Flat Plate,2.7510,1452.93,47.35,18.160,15.199,93.21,44.490,173637.00,1,warning
1514.63,0.4784,34.02,8,1417,NACA 4412,6.4440,555.68,33.97,40.230,33.847,94.89,19.840,198390.99,1,warning
2402.67,0.3491,24.60,6,1460,NACA 2412,11.1125,672.91,26.85,19.890,263.889,115.39,6.650,1503030.13,1,warning
1631.00,0.5908,30.48,8,2605,NACA 2412,9.7641,369.08,26.27,32.840,271.916,120.82,6.180,1460376.52,1,warning
1576.34,0.3075,18.86,12,1589,NACA 0012,13.8020,1168.88,17.30,67.480,69.547,109.22,10.410,383015.80,1,warning
2660.89,0.4991,25.17,6,2125,NACA 2412,10.2496,1347.32,44.96,11.520,1224.086,147.39,3.020,6613605.19,1,warning
2981.11,0.3206,19.30,4,813,NACA 0012,15.7330,142.23,15.89,37.440,171.307,90.79,13.800,1213009.35,1,warning
2718.14,0.3260,21.39,10,2416,NACA 2412,15.5548,701.22,38.91,12.530,1923.939,161.32,1.870,10270681.90,1,warning
480.16,0.3630,20.18,12,2746,NACA 2412,1.5607,1137.16,-4.87,84.780,1.603,80.72,28.990,8890.82,1,warning
2428.43,0.5788,25.15,10,1949,NACA 0012,17.4752,780.96,-8.22,25.120,831.866,141.47,4.850,4459371.29,1,warning
437.86,0.5576,24.76,10,1553,NACA 4412,6.7363,1894.93,47.65,0.000,0.000,91.25,97.360,352.27,0,warning
2701.00,0.4019,27.86,10,2213,Flat Plate,1.2391,224.49,27.71,1.280,1308.209,146.42,2.430,7010977.65,1,warning
837.92,0.5638,33.26,10,2979,NACA 2412,10.0058,474.03,40.98,80.020,53.062,99.41,16.750,283145.44,1,warning
744.33,0.3937,18.52,10,2170,NACA 4412,13.4346,663.81,45.38,0.000,0.000,107.66,28.510,1898.68,0,warning
2198.14,0.3816,19.84,10,737,NACA 0012,6.3776,109.33,7.48,40.560,32.207,74.09,31.660,219398.16,1,warning
938.56,0.5275,26.67,8,2167,NACA 2412,18.5177,1422.21,16.09,92.330,21.912,103.46,22.580,120374.34,1,warning
1949.69,0.5656,32.28,8,1686,NACA 0012,3.0970,775.94,49.98,11.560,124.914,113.61,9.780,699354.10,1,warning
518.89,0.4968,17.43,6,2384,NACA 4412,11.9369,327.36,19.96,0.000,0.000,95.16,61.300,1026.31,0,warning
1505.97,0.5944,13.35,8,2572,NACA 2412,9.3536,1315.11,10.40,60.570,159.808,125.87,7.400,862597.88,1,warning
569.52,0.5808,29.99,4,2693,Flat Plate,7.5828,1384.41,21.54,0.000,0.000,111.29,45.520,1891.29,0,warning
2519.82,0.4418,16.44,10,1009,NACA 2412,3.4168,88.00,-8.82,16.360,119.984,86.41,13.920,707290.62,1,warning
1711.34,0.5285,21.51,12,717,Flat Plate,8.0838,848.84,30.85,53.000,9.880,83.47,51.640,70243.50,1,warning
718.19,0.3187,10.20,6,1879,NACA 0012,1.4857,1146.59,5.80,74.340,0.827,81.13,37.480,7229.77,1,warning
2454.93,0.4030,10.04,4,2055,NACA 2412,6.8949,1843.13,10.21,22.310,401.518,133.36,3.400,2293980.95,1,warning
2505.05,0.4048,28.91,8,2153,NACA 2412,17.3920,1602.47,-0.22,19.420,1171.986,152.83,2.940,6290023.08,1,warning
1175.73,0.3290,22.60,12,1451,NACA 4412,18.4318,1674.95,43.89,88.930,23.215,98.97,16.860,129095.43,1,warning
2347.83,0.3676,33.29,12,1439,Flat Plate,14.2224,1409.73,25.65,25.290,233.829,127.47,6.580,1286811.76,1,warning
888.14,0.4809,28.47,12,779,Flat Plate,6.9512,614.22,11.20,54.920,0.238,65.82,108.230,3840.35,1,warning
2565.75,0.4682,16.64,4,1158,NACA 0012,10.1940,1717.44,39.72,34.730,171.510,115.24,10.430,1096547.46,1,warning
2575.54,0.4058,23.88,6,870,Flat Plate,4.1297,180.78,24.41,11.240,70.601,89.88,17.260,504200.44,1,warning
342.13,0.4485,24.08,10,2842,NACA 0012,9.3119,1559.29,-4.21,0.000,0.000,102.55,52.400,181.17,0,warning
680.95,0.5334,24.82,10,1060,NACA 2412,3.5173,676.46,-6.03,89.620,0.308,63.57,132.820,2964.42,1,warning
2022.09,0.5856,13.00,12,903,Flat Plate,5.2749,1936.86,19.98,53.350,19.253,99.92,26.750,129909.55,1,warning
479.75,0.4951,15.04,4,1493,NACA 2412,14.0740,1764.98,31.89,0.000,0.000,95.61,152.630,1217.98,0,warning
1610.50,0.3238,12.43,6,888,NACA 0012,19.1686,1483.21,8.91,72.850,3.023,95.71,32.810,48261.30,1,warning
2576.84,0.3527,21.10,12,822,NACA 2412,15.7582,1338.13,37.34,44.840,112.604,105.13,14.110,661680.54,1,warning
1470.16,0.5384,33.36,6,2631,Flat Plate,18.3849,956.27,-1.94,52.730,254.429,125.64,6.810,1368533.00,1,warning
1907.97,0.5064,34.08,12,1463,NACA 2412,19.8241,873.17,14.13,49.700,149.026,114.13,11.820,813694.96,1,warning
1924.74,0.4158,14.24,6,1862,Flat Plate,8.2846,111.66,18.64,22.570,187.716,102.34,6.850,1047410.13,1,warning
594.99,0.3197,15.17,10,1047,NACA 4412,14.9490,281.68,24.02,0.000,0.000,78.04,130.450,975.66,0,warning
606.53,0.5296,31.71,4,1814,NACA 2412,18.1362,1920.46,7.13,0.000,0.000,109.79,76.560,2400.18,0,warning
2063.53,0.4653,31.34,8,2429,NACA 2412,18.8975,1588.05,31.23,30.310,676.940,144.58,3.640,3630307.01,1,warning
1008.23,0.4871,18.16,8,2907,NACA 2412,9.2073,1285.90,1.58,78.580,65.520,116.59,10.690,352290.88,1,warning
1979.22,0.4680,22.43,10,2141,NACA 2412,17.5580,277.54,46.94,36.390,400.113,125.80,5.160,2151349.80,1,warning
2588.74,0.4753,24.90,10,759,NACA 2412,18.0066,1020.31,14.48,40.320,79.713,102.78,21.760,499139.29,1,warning
2840.99,0.5046,25.57,4,670,Flat Plate,19.1471,1192.31,-4.12,38.080,86.218,104.62,26.440,707435.86,1,warning
2609.00,0.5712,32.87,4,2303,NACA 4412,1.0167,151.17,25.47,1.410,1371.179,121.02,3.000,7437306.21,1,warning
2094.66,0.5506,34.93,4,2850,NACA 4412,16.0993,167.69,-4.84,25.530,1282.485,131.39,2.940,6881414.10,1,warning
990.41,0.3030,18.22,10,2124,NACA 2412,2.6510,1378.02,7.91,52.110,15.584,100.11,14.220,86926.59,1,warning
2007.92,0.5933,19.01,12,1221,NACA 2412,18.2572,955.59,1.53,68.380,146.871,108.89,17.590,804170.86,1,warning
377.69,0.3039,15.31,8,1419,Flat Plate,3.0238,1359.94,-1.33,0.000,0.000,84.86,76.030,311.61,0,warning
1976.52,0.4020,25.87,4,2051,Flat Plate,9.0838,914.11,0.51,20.660,299.174,122.22,5.270,1671337.98,1,warning
2613.76,0.4778,26.21,8,1311,NACA 2412,9.7701,383.75,45.56,17.210,279.405,109.32,7.970,1577591.91,1,warning
896.84,0.3084,10.21,10,1463,NACA 4412,7.5338,1567.54,5.96,0.000,0.000,108.79,26.140,3338.91,0,warning
1622.82,0.3408,32.23,12,2204,NACA 0012,3.6727,304.17,45.40,14.440,110.027,116.78,6.290,598538.68,1,warning
2660.10,0.4376,11.76,8,1128,NACA 2412,18.9559,880.82,35.66,53.140,159.181,111.08,9.700,948996.35,1,warning
2361.83,0.3173,10.90,4,1746,NACA 4412,0.6704,1453.42,-5.39,2.970,242.384,124.19,4.720,1434754.65,1,warning
785.04,0.5307,23.41,10,2990,NACA 4412,6.8196,479.30,17.58,83.420,36.531,96.71,17.860,195325.87,1,warning
509.90,0.5585,24.00,4,1210,NACA 2412,9.2599,1891.50,-3.00,0.000,0.000,92.54,220.860,1389.49,0,warning
1286.51,0.4236,27.29,12,1543,NACA 2412,17.7245,1586.49,12.14,81.940,67.108,104.58,17.010,363085.87,1,warning
2405.32,0.4401,30.23,4,969,NACA 0012,3.8449,1946.43,17.07,11.670,74.513,111.43,16.160,552113.41,1,warning
2924.68,0.4534,25.80,8,714,Flat Plate,5.2401,576.16,28.26,12.190,74.840,98.60,20.200,537083.81,1,warning
1339.07,0.5969,33.86,8,2739,NACA 4412,1.2108,1867.64,40.45,9.870,84.990,127.72,8.220,461665.26,1,warning
1191.36,0.5810,27.37,8,1601,NACA 4412,10.2953,198.95,6.78,76.880,53.754,83.19,29.960,293026.59,1,warning
1059.16,0.5307,14.32,10,2828,Flat Plate,16.3060,1350.25,37.40,71.920,24.380,119.59,10.720,134091.76,1,warning
2750.07,0.4424,15.13,8,2915,Flat Plate,16.8659,1411.47,21.14,11.540,3792.557,178.05,1.400,20180536.07,1,warning
2140.27,0.4864,28.81,12,917,NACA 4412,18.1780,651.36,35.79,51.010,63.158,97.38,22.400,370343.20,1,warning
